,x1,x2,y
325,-5.048682143,2.722664265,2
326,1.054214337,-3.665791807,2
327,-1.516994206,4.542919795,2
328,-2.295178179,3.175381553,2
329,-4.673008628,-0.8788796629,2
330,-2.180093862,-4.007589488,2
331,3.035882314,4.257036846,2
332,3.492623938,-0.8854265686,2
333,-2.112384545,-3.70707375,2
334,4.429144526,-0.9264035647,2
335,5.05918122,2.554696609,2
336,3.61342369,-2.490626343,2
337,2.539552349,-4.787288148,2
338,0.4040162033,-3.948403068,2
339,-3.633494968,-1.716259362,2
340,-1.233651573,-5.738224952,2
341,4.098948988,-2.950874034,2
342,-5.245046822,2.591670968,2
343,3.162081691,4.323984752,2
344,-1.980260635,3.056538221,2
345,4.825752289,-0.9471438012,2
346,-2.948108594,-4.342870781,2
347,-1.439914933,-4.284241919,2
348,-4.40539561,-0.6707648257,2
349,-3.923571891,2.924297631,2
350,-2.997313662,-2.098696161,2
351,3.04787724,-4.916935866,2
352,4.345591519,0.6950997728,2
353,0.7480873069,-4.599516086,2
354,-3.127584624,4.092562493,2
355,-0.8828118857,4.864921185,2
356,1.986390466,3.441485737,2
357,3.212166889,1.867102445,2
358,-4.682151133,-0.1049667602,2
359,4.80466175,1.908861351,2
360,-3.55560195,-3.212840819,2
361,3.449972542,-3.577136575,2
362,4.094067557,0.5378218444,2
363,2.071894922,3.770923731,2
364,-5.172729148,-0.3358134945,2
365,-4.603705459,1.813547455,2
366,0.5818273812,-4.907644018,2
367,5.18664438,-2.089417677,2
368,3.20805948,3.928248263,2
369,3.887563387,-3.886347055,2
370,0.6017276826,4.644665923,2
371,0.4016742173,3.973935866,2
372,3.346981494,-4.6017858,2
373,4.900571934,-3.104654033,2
374,-3.289268426,-4.337139765,2
375,-2.112828397,5.607681536,2
376,-2.611636283,-3.702154199,2
377,-5.86682943,0.6254462852,2
378,0.8950779577,4.108161531,2
379,-5.173115444,1.075613177,2
380,-5.842832529,-0.1551068801,2
381,-0.3563399292,5.17193587,2
382,-1.438673316,-3.385903906,2
383,-4.326492972,1.922448333,2
384,-3.853620086,1.215404453,2
385,2.557815304,-2.921693045,2
386,-5.36299485,1.181459716,2
387,4.380421473,3.816506435,2
388,3.102741547,2.413299254,2
389,-4.234796515,0.2963438211,2
390,5.23936649,-0.9022697082,2
391,2.860584308,4.769399428,2
392,-5.212913324,-0.4304150868,2
393,1.66758651,-4.778111992,2
394,-4.888337791,1.54031865,2
395,3.893125995,2.845668744,2
396,-4.710385441,2.072238444,2
397,3.185010605,-5.036463247,2
398,-3.019797804,4.804804135,2
399,-5.752774162,0.8637090501,2
400,3.455534587,-3.343015111,2
401,2.39054879,3.62930111,2
402,-0.4005052235,-5.619717104,2
403,-4.456192045,-0.164565411,2
404,3.217951012,1.921839662,2
405,-4.366207015,-3.265814173,2
406,-1.352100938,4.077110555,2
407,3.667764217,1.676513757,2
408,2.524987921,4.683044989,2
409,4.345472416,0.1251041156,2
410,2.605019952,-3.276229812,2
411,4.786303551,-1.441059046,2
412,1.0111164,4.111901978,2
413,4.507980052,-1.118608963,2
414,4.128131092,1.419825218,2
415,-4.127481919,2.968098953,2
416,5.715044993,1.152814002,2
417,-4.644823289,3.779537617,2
418,5.16637714,2.859064229,2
419,-4.467822443,-2.80549674,2
420,1.610971398,-3.718547025,2
421,-1.490341365,3.315720069,2
422,-5.6462384,0.785363526,2
423,0.4472058561,5.246690326,2
424,-4.747033841,-3.510468258,2
425,-1.711357373,4.332347119,2
426,-1.25840837,-3.740889753,2
427,2.198088039,-3.856342313,2
428,-3.876188726,3.636160913,2
429,1.999647677,-4.032571437,2
430,-0.5603095677,4.358011402,2
431,-5.31422424,0.2131000552,2
432,-3.026633672,-5.007767774,2
433,-2.90354962,2.220742125,2
434,2.656187915,2.514112722,2
435,3.903438594,2.946749276,2
436,-4.410987861,-1.820882808,2
437,3.954814547,-1.762451439,2
438,0.604175878,4.769891112,2
439,-4.289500512,-0.5948189313,2
440,4.589349862,-2.793154756,2
441,-5.919606299,-0.9327398102,2
442,-1.540126316,-3.223532887,2
443,5.897894838,1.091552136,2
444,1.924151458,4.164651886,2
445,-3.864407307,-0.4705949294,2
446,-4.72154323,1.592780385,2
447,-2.926089192,3.90266289,2
448,4.253628023,3.498124048,2
449,-2.048141917,-3.124460833,2
450,4.351661209,-4.071908473,2
451,4.352864983,3.375018421,2
452,2.275907697,5.06774982,2
453,-1.912059052,4.426614465,2
454,-1.052183286,-3.619390583,2
455,0.04906666613,5.785577532,2
456,-0.6598080793,-5.71297387,2
457,-2.222723423,3.719429976,2
458,-1.491470002,4.514757503,2
459,-3.464759646,-2.65719224,2
460,-3.62567117,-3.98937496,2
461,-4.931122342,-2.103958716,2
462,4.711653692,-0.3265870536,2
463,-1.778301538,4.045253768,2
464,-2.186625491,4.187972947,2
465,-2.684527164,4.218677785,2
466,3.460257941,-1.660835763,2
467,3.846789455,-2.641279814,2
468,1.029159016,-3.94137539,2
469,-0.1446036236,5.923825818,2
470,-3.54826246,3.280488225,2
471,-0.6040903285,-3.705670902,2
472,-2.646771739,5.189748627,2
473,-2.607065906,-4.461852177,2
474,4.742452792,-0.8542509227,2
475,4.924751529,0.04572578766,2
476,4.896224868,2.66506562,2
477,-2.580477207,-2.556848636,2
478,-5.695869786,1.870277307,2
479,3.706463068,2.721555169,2
480,-4.54503251,-0.4050577491,2
481,-3.431228179,-4.831671095,2
482,-2.027521683,-4.717751971,2
483,-4.062003613,0.1805219786,2
484,-5.25859487,0.6106836672,2
485,1.525043393,3.587121583,2
486,3.933864742,-3.02062875,2
487,4.446132273,-3.525642292,2
488,1.041242319,4.094343851,2
489,2.264109143,-4.464058067,2
490,-3.963937723,-0.4545233988,2
491,0.3731885887,5.183157282,2
492,-0.1577629317,5.02416687,2
493,-0.8507988168,5.136299538,2
494,4.12825751,2.243011457,2
495,1.182135231,3.744300861,2
496,-3.750289759,4.035581806,2
497,3.192308629,-4.791706223,2
498,2.803154075,-4.374675102,2
499,0.2639385369,-4.512373457,2
500,4.525146469,3.448657592,2
501,0.350493556,-5.779043243,2
502,0.1857411665,4.323510655,2
503,4.745017747,-2.116337403,2
504,-2.984115054,-4.426542715,2
505,-4.920565142,-0.4836280738,2
506,-3.433768146,3.956295149,2
507,-4.591155041,-1.237812348,2
508,4.152469651,-3.063022583,2
509,1.630990198,3.897063308,2
510,4.155302515,0.6484114153,2
511,4.343287007,1.998079023,2
512,3.723009138,-1.577186988,2
513,-1.681494351,4.35288638,2
514,4.993048258,-0.8614183611,2
515,5.349114054,-2.028470823,2
516,-2.237669694,-5.384461354,2
517,1.338349322,4.529599559,2
518,-1.697718285,4.422150092,2
519,0.5312278629,-5.704534534,2
520,0.9848335021,-4.987895237,2
521,-1.3299795,5.679246927,2
522,3.346985796,1.586849036,2
523,3.867809038,4.230314067,2
524,5.037664258,0.227531336,2
525,0.9938102321,-3.568659819,2
526,5.347909306,-0.7408285245,2
527,-3.858607377,-1.220214937,2
528,-3.580749678,4.236724465,2
529,5.016600682,2.263561979,2
530,0.9701379001,-5.603130746,2
531,-1.271592736,-3.346392283,2
532,-3.983868157,2.377475404,2
533,2.649629629,4.652682384,2
534,4.166510307,-1.045804339,2
535,-0.4547590896,3.783613466,2
536,3.001490294,-2.747058186,2
537,-4.914357561,2.887628574,2
538,-1.690786557,-3.429960085,2
539,-3.622577779,-2.489823839,2
540,-2.912392706,3.801176277,2
541,-2.078667083,4.052789702,2
542,-4.511160972,-3.487793136,2
543,-3.074896904,4.610657356,2
544,-2.676946194,5.17185645,2
545,1.448045782,-5.309981173,2
546,4.63080177,0.1223532666,2
547,-4.854905861,2.060755682,2
548,-0.4466348891,5.638143163,2
549,3.155150007,-3.795958826,2
550,3.904612238,1.00392399,2
551,0.04104002628,-3.639497018,2
552,3.605116014,1.80536552,2
553,3.466417573,2.789498616,2
554,3.716814198,4.630459828,2
555,-5.131945798,-2.08576254,2
556,-3.16542314,4.922781067,2
557,-4.937654527,-1.750833857,2
558,-2.758331042,3.741544915,2
559,-2.407807732,4.70149717,2
560,-1.023584389,4.81993254,2
561,-2.89272025,-3.507661231,2
562,-0.4921322311,5.103908797,2
563,2.631892211,-4.601212669,2
564,1.82071181,-4.80054187,2
565,-0.664057067,4.61782538,2
566,-0.4546406654,4.658861137,2
567,-0.347844969,-4.618965545,2
568,-3.433554118,-2.836832029,2
569,3.134601459,3.997368599,2
570,-2.198445244,-4.272816757,2
571,-3.526645777,-3.809455493,2
572,2.128641409,-5.094688298,2
573,2.549643902,3.29525146,2
574,4.558480631,-3.310604167,2
575,-1.995801599,-3.239761194,2
576,-4.841364697,-1.97218067,2
577,4.989005732,1.597650579,2
578,-3.899649642,-4.077513213,2
579,1.314942421,4.363741413,2
580,3.001091817,2.369051109,2
581,2.906504042,3.431990123,2
582,3.544438111,1.82022499,2
583,-3.396784391,-3.471026317,2
584,3.691551943,0.8642880882,2
585,0.4838136245,-4.877702844,2
586,-5.060706517,-2.801893951,2
587,4.364224045,0.6045932379,2
588,-0.3075133542,5.509922696,2
589,1.611463386,-4.871775497,2
590,-0.8751588757,-5.769375997,2
591,3.081617272,1.926919855,2
592,-3.498297026,-3.686123483,2
593,-1.207605128,3.487313086,2
594,-3.380540956,1.973767299,2
595,1.772126577,3.791181629,2
596,-1.675442363,4.75879213,2
597,2.542432067,-3.173213404,2
598,-4.525361386,0.03749230291,2
599,-3.709755304,-3.327952352,2
600,-1.220663964,-3.462743799,2
601,-5.259097644,0.2819115102,2
602,-3.986771954,4.155593721,2
603,-4.607576201,1.393249445,2
604,-2.661019197,-2.916712285,2
605,-4.090579444,-0.1451894055,2
606,-3.328477696,1.863842958,2
607,2.904304795,-3.809549071,2
608,1.735089301,-5.503072527,2
609,0.1989343112,4.995412704,2
610,-4.165736849,-3.046725935,2
611,-1.420432627,5.492547568,2
612,2.092766512,-5.100266082,2
613,3.457454211,-3.284903359,2
614,4.43573406,1.228027555,2
615,-1.853113925,3.195361312,2
616,-5.375581368,0.1287479039,2
617,4.444855116,-2.803486598,2
618,4.38477677,-2.414965742,2
619,3.779531417,0.7115262984,2
620,-0.3704151223,5.191833356,2
621,2.522198424,-2.975916288,2
622,-3.642144972,1.129625642,2
623,1.023493484,5.363563554,2
624,-3.413058727,-3.82006696,2
625,4.10336516,-3.588273066,2
626,-3.167365744,-4.972645356,2
627,4.536931334,2.943436947,2
628,-3.91158787,0.2471923443,2
629,3.981494606,1.501752699,2
630,-1.139823486,-4.737366146,2
631,-3.192420737,-1.660789547,2
632,-0.2207703527,3.864084322,2
633,-2.086759173,5.197542369,2
634,3.325086838,-2.797324129,2
635,-4.443036696,-3.579645174,2
636,3.181513047,2.909909901,2
637,5.841905123,1.166794086,2
638,-4.863405855,-2.988667093,2
639,-2.621176534,-3.134352167,2
640,-3.678182944,0.6442398435,2
641,-3.212166842,1.913612227,2
642,-4.06501911,1.135297122,2
643,2.342609687,-2.937147532,2
644,4.697581147,3.727200088,2
645,3.641401564,3.777851182,2
646,-3.138688821,-5.03851555,2
647,3.914029763,-0.867241979,2
648,0.3707432443,-5.793567045,2
649,-3.325581068,3.318049944,2
650,-3.554025456,1.589173907,2
651,-4.589092576,3.7663684,2
652,-3.030604774,2.939068157,2
653,-4.289168701,0.2204889876,2
654,0.1482769172,-4.924134504,2
655,-0.9368068557,-4.864996943,2
656,-2.685354973,-3.991087869,2
657,-5.850473909,0.297572943,2
658,-3.93943107,1.498421239,2
659,5.129795398,-0.7580765508,2
660,3.909143885,-1.317029008,2
661,-2.77747645,4.127647447,2
662,-1.636632993,-3.829476324,2
663,-3.353939041,-1.339560154,2
664,3.753019651,0.8253276582,2
665,-2.029646724,3.191694239,2
666,4.634914877,3.353173626,2
667,-4.031656067,2.051803381,2
668,-3.244897265,-2.342308547,2
669,3.365827146,-1.350526537,2
670,1.664839989,4.737175142,2
671,-3.854047877,0.9898881408,2
672,-3.787658926,2.612632739,2
673,-0.534250676,3.57102484,2
674,4.124552154,0.9411581495,2
675,4.300197818,-3.946028664,2
676,4.771854087,-1.251248345,2
677,3.498273149,4.09035459,2
678,-1.171193547,4.583148673,2
679,3.926541012,-1.57597753,2
680,5.107628021,-1.86935514,2
681,3.960922191,-0.008499538907,2
682,1.594644604,-5.742380462,2
683,1.659951025,-3.390272884,2
684,3.506025548,3.16621732,2
685,3.478635097,-0.621696433,2
686,-3.27244684,-4.866289911,2
687,-4.291846114,0.230038828,2
688,3.959512148,3.414910305,2
689,-3.339879941,1.541534587,2
690,1.875918129,-3.08848125,2
691,-4.385245992,1.52358389,2
692,-3.63919891,-1.155489554,2
693,1.97980235,-5.250800229,2
694,2.178677199,4.929734763,2
695,5.128319324,0.01882766601,2
696,-5.481950686,0.4627125067,2
697,-2.661955259,2.641229823,2
698,-3.691997677,-2.410554201,2
699,-3.46758081,-3.249313441,2
